combined_index,source_run,source_index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
597,random-bits-20260922-101742-274937,397,2026-09-22T10:21:12.605469+08:00,0,0.68,0.32,0.35,jev-1.13.0,394.86,310,31
598,random-bits-20260922-101742-274937,398,2026-09-22T10:21:13.000614+08:00,0,0.69,0.31,0.39,jev-1.13.0,1221.48,310,31
599,random-bits-20260922-101742-274937,399,2026-09-22T10:21:14.222321+08:00,0,0.66,0.34,0.32,jev-1.13.0,467.67,310,31
600,random-bits-20260922-101742-274937,400,2026-09-22T10:21:14.690231+08:00,0,0.68,0.32,0.36,jev-1.13.0,412.87,310,31
601,random-bits-20260922-101742-274937,401,2026-09-22T10:21:15.103339+08:00,0,0.66,0.34,0.32,jev-1.13.0,454.17,310,31
602,random-bits-20260922-101742-274937,402,2026-09-22T10:21:15.557713+08:00,0,0.72,0.28,0.44,jev-1.13.0,415.26,310,31
603,random-bits-20260922-101742-274937,403,2026-09-22T10:21:15.973252+08:00,0,0.71,0.29,0.43,jev-1.13.0,442.09,310,31
604,random-bits-20260922-101742-274937,404,2026-09-22T10:21:16.415528+08:00,0,0.67,0.33,0.33,jev-1.13.0,457.99,310,31
605,random-bits-20260922-101742-274937,405,2026-09-22T10:21:16.873727+08:00,0,0.69,0.31,0.38,jev-1.13.0,435.99,310,31
606,random-bits-20260922-101742-274937,406,2026-09-22T10:21:17.309981+08:00,0,0.69,0.31,0.38,jev-1.13.0,444.76,310,31
607,random-bits-20260922-101742-274937,407,2026-09-22T10:21:17.754978+08:00,0,0.66,0.34,0.32,jev-1.13.0,443.75,310,31
608,random-bits-20260922-101742-274937,408,2026-09-22T10:21:18.198940+08:00,0,0.7,0.3,0.4,jev-1.13.0,457.87,310,31
609,random-bits-20260922-101742-274937,409,2026-09-22T10:21:18.657131+08:00,0,0.69,0.31,0.38,jev-1.13.0,441.58,310,31
610,random-bits-20260922-101742-274937,410,2026-09-22T10:21:19.098985+08:00,0,0.68,0.32,0.35,jev-1.13.0,433.59,310,31
611,random-bits-20260922-101742-274937,411,2026-09-22T10:21:19.532879+08:00,0,0.69,0.31,0.37,jev-1.13.0,458.28,310,31
612,random-bits-20260922-101742-274937,412,2026-09-22T10:21:19.991430+08:00,0,0.68,0.32,0.36,jev-1.13.0,468.66,310,31
613,random-bits-20260922-101742-274937,413,2026-09-22T10:21:20.460427+08:00,0,0.7,0.3,0.39,jev-1.13.0,439.73,310,31
614,random-bits-20260922-101742-274937,414,2026-09-22T10:21:20.900525+08:00,0,0.68,0.32,0.37,jev-1.13.0,463.8,310,31
615,random-bits-20260922-101742-274937,415,2026-09-22T10:21:21.364540+08:00,0,0.7,0.3,0.41,jev-1.13.0,428.23,310,31
616,random-bits-20260922-101742-274937,416,2026-09-22T10:21:21.793025+08:00,0,0.69,0.31,0.38,jev-1.13.0,527.6,310,31
617,random-bits-20260922-101742-274937,417,2026-09-22T10:21:22.320952+08:00,0,0.68,0.32,0.36,jev-1.13.0,970.7,310,31
618,random-bits-20260922-101742-274937,418,2026-09-22T10:21:23.291985+08:00,0,0.68,0.32,0.36,jev-1.13.0,440.08,310,31
619,random-bits-20260922-101742-274937,419,2026-09-22T10:21:23.732341+08:00,0,0.68,0.32,0.36,jev-1.13.0,464.14,310,31
620,random-bits-20260922-101742-274937,420,2026-09-22T10:21:24.196698+08:00,0,0.7,0.3,0.39,jev-1.13.0,1201.19,310,31
621,random-bits-20260922-101742-274937,421,2026-09-22T10:21:25.398226+08:00,0,0.67,0.33,0.34,jev-1.13.0,1234.71,310,31
622,random-bits-20260922-101742-274937,422,2026-09-22T10:21:26.633169+08:00,0,0.67,0.33,0.35,jev-1.13.0,422.34,310,31
623,random-bits-20260922-101742-274937,423,2026-09-22T10:21:27.055787+08:00,0,0.7,0.3,0.41,jev-1.13.0,952.0,310,31
624,random-bits-20260922-101742-274937,424,2026-09-22T10:21:28.008046+08:00,0,0.7,0.3,0.41,jev-1.13.0,443.92,310,31
625,random-bits-20260922-101742-274937,425,2026-09-22T10:21:28.452238+08:00,0,0.69,0.31,0.38,jev-1.13.0,439.62,310,31
626,random-bits-20260922-101742-274937,426,2026-09-22T10:21:28.892092+08:00,0,0.72,0.28,0.44,jev-1.13.0,438.91,310,31
627,random-bits-20260922-101742-274937,427,2026-09-22T10:21:29.331187+08:00,0,0.68,0.32,0.36,jev-1.13.0,942.13,310,31
628,random-bits-20260922-101742-274937,428,2026-09-22T10:21:30.273552+08:00,0,0.69,0.31,0.38,jev-1.13.0,463.66,310,31
629,random-bits-20260922-101742-274937,429,2026-09-22T10:21:30.737479+08:00,0,0.67,0.33,0.35,jev-1.13.0,429.5,310,31
630,random-bits-20260922-101742-274937,430,2026-09-22T10:21:31.167286+08:00,0,0.7,0.3,0.39,jev-1.13.0,443.03,310,31
631,random-bits-20260922-101742-274937,431,2026-09-22T10:21:31.610786+08:00,0,0.7,0.3,0.4,jev-1.13.0,523.3,310,31
632,random-bits-20260922-101742-274937,432,2026-09-22T10:21:32.134399+08:00,0,0.73,0.27,0.45,jev-1.13.0,442.55,310,31
633,random-bits-20260922-101742-274937,433,2026-09-22T10:21:32.577331+08:00,0,0.69,0.31,0.38,jev-1.13.0,456.44,310,31
634,random-bits-20260922-101742-274937,434,2026-09-22T10:21:33.034123+08:00,0,0.69,0.31,0.38,jev-1.13.0,437.16,310,31
635,random-bits-20260922-101742-274937,435,2026-09-22T10:21:33.471537+08:00,0,0.7,0.3,0.4,jev-1.13.0,472.15,310,31
636,random-bits-20260922-101742-274937,436,2026-09-22T10:21:33.943972+08:00,0,0.68,0.32,0.36,jev-1.13.0,537.66,310,31
637,random-bits-20260922-101742-274937,437,2026-09-22T10:21:34.481886+08:00,0,0.7,0.3,0.4,jev-1.13.0,424.56,310,31
638,random-bits-20260922-101742-274937,438,2026-09-22T10:21:34.906783+08:00,0,0.68,0.32,0.36,jev-1.13.0,767.3,310,31
639,random-bits-20260922-101742-274937,439,2026-09-22T10:21:35.674438+08:00,0,0.67,0.33,0.34,jev-1.13.0,440.97,310,31
640,random-bits-20260922-101742-274937,440,2026-09-22T10:21:36.115644+08:00,0,0.7,0.3,0.4,jev-1.13.0,447.28,310,31
641,random-bits-20260922-101742-274937,441,2026-09-22T10:21:36.563303+08:00,0,0.7,0.3,0.4,jev-1.13.0,461.69,310,31
642,random-bits-20260922-101742-274937,442,2026-09-22T10:21:37.025252+08:00,0,0.69,0.31,0.37,jev-1.13.0,1721.06,310,31
643,random-bits-20260922-101742-274937,443,2026-09-22T10:21:38.746625+08:00,0,0.69,0.31,0.37,jev-1.13.0,484.51,310,31
644,random-bits-20260922-101742-274937,444,2026-09-22T10:21:39.231422+08:00,0,0.67,0.33,0.33,jev-1.13.0,534.14,310,31
645,random-bits-20260922-101742-274937,445,2026-09-22T10:21:39.765848+08:00,0,0.72,0.28,0.44,jev-1.13.0,559.76,310,31
646,random-bits-20260922-101742-274937,446,2026-09-22T10:21:40.325936+08:00,0,0.67,0.33,0.35,jev-1.13.0,471.21,310,31
647,random-bits-20260922-101742-274937,447,2026-09-22T10:21:40.797505+08:00,0,0.66,0.34,0.32,jev-1.13.0,500.43,310,31
648,random-bits-20260922-101742-274937,448,2026-09-22T10:21:41.298250+08:00,0,0.71,0.29,0.42,jev-1.13.0,489.48,310,31
649,random-bits-20260922-101742-274937,449,2026-09-22T10:21:41.787942+08:00,0,0.71,0.29,0.42,jev-1.13.0,436.27,310,31
650,random-bits-20260922-101742-274937,450,2026-09-22T10:21:42.224408+08:00,0,0.69,0.31,0.39,jev-1.13.0,449.58,310,31
651,random-bits-20260922-101742-274937,451,2026-09-22T10:21:42.674253+08:00,0,0.7,0.3,0.4,jev-1.13.0,476.08,310,31
652,random-bits-20260922-101742-274937,452,2026-09-22T10:21:43.150621+08:00,0,0.66,0.34,0.32,jev-1.13.0,481.8,310,31
653,random-bits-20260922-101742-274937,453,2026-09-22T10:21:43.632736+08:00,0,0.69,0.31,0.38,jev-1.13.0,455.87,310,31
654,random-bits-20260922-101742-274937,454,2026-09-22T10:21:44.088837+08:00,0,0.69,0.31,0.37,jev-1.13.0,455.17,310,31
655,random-bits-20260922-101742-274937,455,2026-09-22T10:21:44.544439+08:00,0,0.69,0.31,0.37,jev-1.13.0,434.6,310,31
656,random-bits-20260922-101742-274937,456,2026-09-22T10:21:44.979230+08:00,0,0.71,0.29,0.41,jev-1.13.0,482.66,310,31
657,random-bits-20260922-101742-274937,457,2026-09-22T10:21:45.462200+08:00,0,0.65,0.35,0.31,jev-1.13.0,421.99,310,31
658,random-bits-20260922-101742-274937,458,2026-09-22T10:21:45.884446+08:00,0,0.69,0.31,0.38,jev-1.13.0,516.47,310,31
659,random-bits-20260922-101742-274937,459,2026-09-22T10:21:46.401269+08:00,0,0.69,0.31,0.38,jev-1.13.0,465.61,310,31
660,random-bits-20260922-101742-274937,460,2026-09-22T10:21:46.867184+08:00,0,0.7,0.3,0.39,jev-1.13.0,443.36,310,31
661,random-bits-20260922-101742-274937,461,2026-09-22T10:21:47.310907+08:00,0,0.68,0.32,0.37,jev-1.13.0,474.61,310,31
662,random-bits-20260922-101742-274937,462,2026-09-22T10:21:47.785864+08:00,0,0.66,0.34,0.31,jev-1.13.0,454.25,310,31
663,random-bits-20260922-101742-274937,463,2026-09-22T10:21:48.240359+08:00,0,0.71,0.29,0.43,jev-1.13.0,456.38,310,31
664,random-bits-20260922-101742-274937,464,2026-09-22T10:21:48.696960+08:00,0,0.69,0.31,0.39,jev-1.13.0,488.63,310,31
665,random-bits-20260922-101742-274937,465,2026-09-22T10:21:49.185795+08:00,0,0.69,0.31,0.37,jev-1.13.0,452.03,310,31
666,random-bits-20260922-101742-274937,466,2026-09-22T10:21:49.638071+08:00,0,0.67,0.33,0.34,jev-1.13.0,969.08,310,31
667,random-bits-20260922-101742-274937,467,2026-09-22T10:21:50.607573+08:00,0,0.7,0.3,0.39,jev-1.13.0,474.72,310,31
668,random-bits-20260922-101742-274937,468,2026-09-22T10:21:51.082663+08:00,0,0.67,0.33,0.35,jev-1.13.0,1763.83,310,31
669,random-bits-20260922-101742-274937,469,2026-09-22T10:21:52.846821+08:00,0,0.68,0.32,0.36,jev-1.13.0,428.75,310,31
670,random-bits-20260922-101742-274937,470,2026-09-22T10:21:53.275840+08:00,0,0.68,0.32,0.36,jev-1.13.0,472.97,310,31
671,random-bits-20260922-101742-274937,471,2026-09-22T10:21:53.749202+08:00,0,0.7,0.3,0.39,jev-1.13.0,429.1,310,31
672,random-bits-20260922-101742-274937,472,2026-09-22T10:21:54.178542+08:00,0,0.69,0.31,0.38,jev-1.13.0,437.84,310,31
673,random-bits-20260922-101742-274937,473,2026-09-22T10:21:54.616615+08:00,0,0.68,0.32,0.36,jev-1.13.0,418.43,310,31
674,random-bits-20260922-101742-274937,474,2026-09-22T10:21:55.035359+08:00,0,0.67,0.33,0.34,jev-1.13.0,423.34,310,31
675,random-bits-20260922-101742-274937,475,2026-09-22T10:21:55.458995+08:00,0,0.71,0.29,0.41,jev-1.13.0,764.57,310,31
676,random-bits-20260922-101742-274937,476,2026-09-22T10:21:56.223817+08:00,0,0.68,0.32,0.36,jev-1.13.0,1706.15,310,31
677,random-bits-20260922-101742-274937,477,2026-09-22T10:21:57.930393+08:00,0,0.69,0.31,0.38,jev-1.13.0,801.12,310,31
678,random-bits-20260922-101742-274937,478,2026-09-22T10:21:58.731751+08:00,0,0.71,0.29,0.42,jev-1.13.0,456.84,310,31
679,random-bits-20260922-101742-274937,479,2026-09-22T10:21:59.188816+08:00,0,0.64,0.36,0.28,jev-1.13.0,821.53,310,31
680,random-bits-20260922-101742-274937,480,2026-09-22T10:22:00.010665+08:00,0,0.68,0.32,0.37,jev-1.13.0,493.5,310,31
681,random-bits-20260922-101742-274937,481,2026-09-22T10:22:00.504510+08:00,0,0.7,0.3,0.41,jev-1.13.0,414.56,310,31
682,random-bits-20260922-101742-274937,482,2026-09-22T10:22:00.919317+08:00,0,0.71,0.29,0.41,jev-1.13.0,429.59,310,31
683,random-bits-20260922-101742-274937,483,2026-09-22T10:22:01.349114+08:00,0,0.68,0.32,0.36,jev-1.13.0,511.17,310,31
684,random-bits-20260922-101742-274937,484,2026-09-22T10:22:01.860525+08:00,0,0.68,0.32,0.36,jev-1.13.0,470.52,310,31
685,random-bits-20260922-101742-274937,485,2026-09-22T10:22:02.331229+08:00,0,0.69,0.31,0.38,jev-1.13.0,488.62,310,31
686,random-bits-20260922-101742-274937,486,2026-09-22T10:22:02.820106+08:00,0,0.68,0.32,0.36,jev-1.13.0,491.67,310,31
687,random-bits-20260922-101742-274937,487,2026-09-22T10:22:03.312019+08:00,0,0.66,0.34,0.31,jev-1.13.0,828.2,310,31
688,random-bits-20260922-101742-274937,488,2026-09-22T10:22:04.140454+08:00,0,0.68,0.32,0.37,jev-1.13.0,451.18,310,31
689,random-bits-20260922-101742-274937,489,2026-09-22T10:22:04.591939+08:00,0,0.69,0.31,0.39,jev-1.13.0,425.9,310,31
690,random-bits-20260922-101742-274937,490,2026-09-22T10:22:05.018196+08:00,0,0.7,0.3,0.39,jev-1.13.0,441.97,310,31
691,random-bits-20260922-101742-274937,491,2026-09-22T10:22:05.460496+08:00,0,0.67,0.33,0.34,jev-1.13.0,465.64,310,31
692,random-bits-20260922-101742-274937,492,2026-09-22T10:22:05.926507+08:00,0,0.69,0.31,0.39,jev-1.13.0,462.07,310,31
693,random-bits-20260922-101742-274937,493,2026-09-22T10:22:06.388784+08:00,0,0.71,0.29,0.43,jev-1.13.0,473.05,310,31
694,random-bits-20260922-101742-274937,494,2026-09-22T10:22:06.862068+08:00,0,0.67,0.33,0.34,jev-1.13.0,532.44,310,31
695,random-bits-20260922-101742-274937,495,2026-09-22T10:22:07.394777+08:00,0,0.66,0.34,0.32,jev-1.13.0,992.32,310,31
696,random-bits-20260922-101742-274937,496,2026-09-22T10:22:08.387337+08:00,0,0.71,0.29,0.41,jev-1.13.0,440.76,310,31
697,random-bits-20260922-101742-274937,497,2026-09-22T10:22:08.828379+08:00,0,0.68,0.32,0.36,jev-1.13.0,472.13,310,31
698,random-bits-20260922-101742-274937,498,2026-09-22T10:22:09.300791+08:00,0,0.69,0.31,0.37,jev-1.13.0,437.13,310,31
699,random-bits-20260922-101742-274937,499,2026-09-22T10:22:09.738150+08:00,0,0.69,0.31,0.38,jev-1.13.0,1000.92,310,31
700,random-bits-20260922-101742-274937,500,2026-09-22T10:22:10.739297+08:00,0,0.69,0.31,0.38,jev-1.13.0,521.78,310,31
701,random-bits-20260922-101742-274937,501,2026-09-22T10:22:11.261401+08:00,0,0.69,0.31,0.38,jev-1.13.0,452.04,310,31
702,random-bits-20260922-101742-274937,502,2026-09-22T10:22:11.713645+08:00,0,0.69,0.31,0.39,jev-1.13.0,803.15,310,31
703,random-bits-20260922-101742-274937,503,2026-09-22T10:22:12.517153+08:00,0,0.69,0.31,0.37,jev-1.13.0,507.32,310,31
704,random-bits-20260922-101742-274937,504,2026-09-22T10:22:13.024680+08:00,0,0.71,0.29,0.41,jev-1.13.0,442.93,310,31
705,random-bits-20260922-101742-274937,505,2026-09-22T10:22:13.467922+08:00,0,0.69,0.31,0.38,jev-1.13.0,553.8,310,31
706,random-bits-20260922-101742-274937,506,2026-09-22T10:22:14.021938+08:00,0,0.71,0.29,0.41,jev-1.13.0,466.93,310,31
707,random-bits-20260922-101742-274937,507,2026-09-22T10:22:14.489091+08:00,0,0.68,0.32,0.37,jev-1.13.0,515.85,310,31
708,random-bits-20260922-101742-274937,508,2026-09-22T10:22:15.005225+08:00,0,0.69,0.31,0.38,jev-1.13.0,474.99,310,31
709,random-bits-20260922-101742-274937,509,2026-09-22T10:22:15.480428+08:00,0,0.67,0.33,0.34,jev-1.13.0,437.16,310,31
710,random-bits-20260922-101742-274937,510,2026-09-22T10:22:15.917810+08:00,0,0.66,0.34,0.32,jev-1.13.0,465.69,310,31
711,random-bits-20260922-101742-274937,511,2026-09-22T10:22:16.383795+08:00,0,0.69,0.31,0.37,jev-1.13.0,1225.99,310,31
712,random-bits-20260922-101742-274937,512,2026-09-22T10:22:17.610076+08:00,0,0.69,0.31,0.38,jev-1.13.0,1300.66,310,31
713,random-bits-20260922-101742-274937,513,2026-09-22T10:22:18.911053+08:00,0,0.68,0.32,0.36,jev-1.13.0,486.67,310,31
714,random-bits-20260922-101742-274937,514,2026-09-22T10:22:19.398028+08:00,0,0.71,0.29,0.41,jev-1.13.0,429.66,310,31
715,random-bits-20260922-101742-274937,515,2026-09-22T10:22:19.828085+08:00,0,0.67,0.33,0.34,jev-1.13.0,460.86,310,31
716,random-bits-20260922-101742-274937,516,2026-09-22T10:22:20.289255+08:00,0,0.69,0.31,0.39,jev-1.13.0,442.19,310,31
717,random-bits-20260922-101742-274937,517,2026-09-22T10:22:20.731720+08:00,0,0.68,0.32,0.36,jev-1.13.0,510.03,310,31
718,random-bits-20260922-101742-274937,518,2026-09-22T10:22:21.241957+08:00,0,0.69,0.31,0.38,jev-1.13.0,468.84,310,31
719,random-bits-20260922-101742-274937,519,2026-09-22T10:22:21.711028+08:00,0,0.69,0.31,0.38,jev-1.13.0,500.9,310,31
720,random-bits-20260922-101742-274937,520,2026-09-22T10:22:22.212280+08:00,0,0.68,0.32,0.35,jev-1.13.0,1220.89,310,31
721,random-bits-20260922-101742-274937,521,2026-09-22T10:22:23.433502+08:00,0,0.71,0.29,0.41,jev-1.13.0,494.04,310,31
722,random-bits-20260922-101742-274937,522,2026-09-22T10:22:23.927895+08:00,0,0.68,0.32,0.36,jev-1.13.0,465.14,310,31
723,random-bits-20260922-101742-274937,523,2026-09-22T10:22:24.393337+08:00,0,0.71,0.29,0.42,jev-1.13.0,418.97,310,31
724,random-bits-20260922-101742-274937,524,2026-09-22T10:22:24.812563+08:00,0,0.7,0.3,0.39,jev-1.13.0,417.62,310,31
725,random-bits-20260922-101742-274937,525,2026-09-22T10:22:25.230581+08:00,0,0.7,0.3,0.4,jev-1.13.0,424.52,310,31
726,random-bits-20260922-101742-274937,526,2026-09-22T10:22:25.655333+08:00,0,0.7,0.3,0.4,jev-1.13.0,510.55,310,31
727,random-bits-20260922-101742-274937,527,2026-09-22T10:22:26.166091+08:00,0,0.69,0.31,0.37,jev-1.13.0,440.74,310,31
728,random-bits-20260922-101742-274937,528,2026-09-22T10:22:26.607122+08:00,0,0.69,0.31,0.38,jev-1.13.0,450.73,310,31
729,random-bits-20260922-101742-274937,529,2026-09-22T10:22:27.058169+08:00,0,0.69,0.31,0.38,jev-1.13.0,763.65,310,31
730,random-bits-20260922-101742-274937,530,2026-09-22T10:22:27.822059+08:00,0,0.68,0.32,0.36,jev-1.13.0,478.57,310,31
731,random-bits-20260922-101742-274937,531,2026-09-22T10:22:28.300855+08:00,0,0.69,0.31,0.38,jev-1.13.0,494.5,310,31
732,random-bits-20260922-101742-274937,532,2026-09-22T10:22:28.795673+08:00,0,0.7,0.3,0.39,jev-1.13.0,445.19,310,31
733,random-bits-20260922-101742-274937,533,2026-09-22T10:22:29.241167+08:00,0,0.68,0.32,0.36,jev-1.13.0,462.43,310,31
734,random-bits-20260922-101742-274937,534,2026-09-22T10:22:29.703904+08:00,0,0.69,0.31,0.38,jev-1.13.0,461.09,310,31
735,random-bits-20260922-101742-274937,535,2026-09-22T10:22:30.165216+08:00,0,0.69,0.31,0.38,jev-1.13.0,467.76,310,31
736,random-bits-20260922-101742-274937,536,2026-09-22T10:22:30.633317+08:00,0,0.67,0.33,0.35,jev-1.13.0,449.09,310,31
737,random-bits-20260922-101742-274937,537,2026-09-22T10:22:31.082714+08:00,0,0.71,0.29,0.42,jev-1.13.0,1211.34,310,31
738,random-bits-20260922-101742-274937,538,2026-09-22T10:22:32.294306+08:00,0,0.71,0.29,0.42,jev-1.13.0,475.19,310,31
739,random-bits-20260922-101742-274937,539,2026-09-22T10:22:32.769759+08:00,0,0.67,0.33,0.35,jev-1.13.0,566.5,310,31
740,random-bits-20260922-101742-274937,540,2026-09-22T10:22:33.336550+08:00,0,0.68,0.32,0.36,jev-1.13.0,465.39,310,31
741,random-bits-20260922-101742-274937,541,2026-09-22T10:22:33.802290+08:00,0,0.68,0.32,0.36,jev-1.13.0,466.17,310,31
742,random-bits-20260922-101742-274937,542,2026-09-22T10:22:34.268681+08:00,0,0.69,0.31,0.38,jev-1.13.0,481.91,310,31
743,random-bits-20260922-101742-274937,543,2026-09-22T10:22:34.750886+08:00,0,0.68,0.32,0.36,jev-1.13.0,438.63,310,31
744,random-bits-20260922-101742-274937,544,2026-09-22T10:22:35.189799+08:00,0,0.7,0.3,0.39,jev-1.13.0,466.35,310,31
745,random-bits-20260922-101742-274937,545,2026-09-22T10:22:35.656447+08:00,0,0.72,0.28,0.45,jev-1.13.0,465.48,310,31
746,random-bits-20260922-101742-274937,546,2026-09-22T10:22:36.122212+08:00,0,0.68,0.32,0.35,jev-1.13.0,1237.68,310,31
747,random-bits-20260922-101742-274937,547,2026-09-22T10:22:37.360134+08:00,0,0.65,0.35,0.3,jev-1.13.0,823.73,310,31
748,random-bits-20260922-101742-274937,548,2026-09-22T10:22:38.184102+08:00,0,0.69,0.31,0.37,jev-1.13.0,442.53,310,31
749,random-bits-20260922-101742-274937,549,2026-09-22T10:22:38.626898+08:00,0,0.67,0.33,0.33,jev-1.13.0,457.02,310,31
750,random-bits-20260922-101742-274937,550,2026-09-22T10:22:39.084237+08:00,0,0.68,0.32,0.36,jev-1.13.0,792.71,310,31
751,random-bits-20260922-101742-274937,551,2026-09-22T10:22:39.877184+08:00,0,0.68,0.32,0.37,jev-1.13.0,458.21,310,31
752,random-bits-20260922-101742-274937,552,2026-09-22T10:22:40.335630+08:00,0,0.7,0.3,0.39,jev-1.13.0,430.24,310,31
753,random-bits-20260922-101742-274937,553,2026-09-22T10:22:40.766073+08:00,0,0.68,0.32,0.35,jev-1.13.0,510.3,310,31
754,random-bits-20260922-101742-274937,554,2026-09-22T10:22:41.276663+08:00,0,0.65,0.35,0.3,jev-1.13.0,441.78,310,31
755,random-bits-20260922-101742-274937,555,2026-09-22T10:22:41.718719+08:00,0,0.68,0.32,0.36,jev-1.13.0,445.23,310,31
756,random-bits-20260922-101742-274937,556,2026-09-22T10:22:42.164239+08:00,0,0.68,0.32,0.36,jev-1.13.0,459.77,310,31
757,random-bits-20260922-101742-274937,557,2026-09-22T10:22:42.624240+08:00,0,0.68,0.32,0.36,jev-1.13.0,962.96,310,31
758,random-bits-20260922-101742-274937,558,2026-09-22T10:22:43.587500+08:00,0,0.67,0.33,0.35,jev-1.13.0,451.99,310,31
759,random-bits-20260922-101742-274937,559,2026-09-22T10:22:44.039793+08:00,0,0.67,0.33,0.33,jev-1.13.0,485.18,310,31
760,random-bits-20260922-101742-274937,560,2026-09-22T10:22:44.525292+08:00,0,0.67,0.33,0.33,jev-1.13.0,980.05,310,31
761,random-bits-20260922-101742-274937,561,2026-09-22T10:22:45.505592+08:00,0,0.7,0.3,0.41,jev-1.13.0,455.64,310,31
762,random-bits-20260922-101742-274937,562,2026-09-22T10:22:45.961461+08:00,0,0.7,0.3,0.4,jev-1.13.0,442.46,310,31
763,random-bits-20260922-101742-274937,563,2026-09-22T10:22:46.404140+08:00,0,0.69,0.31,0.38,jev-1.13.0,726.26,310,31
764,random-bits-20260922-101742-274937,564,2026-09-22T10:22:47.130619+08:00,0,0.69,0.31,0.38,jev-1.13.0,967.28,310,31
765,random-bits-20260922-101742-274937,565,2026-09-22T10:22:48.098264+08:00,0,0.66,0.34,0.31,jev-1.13.0,1537.03,310,31
766,random-bits-20260922-101742-274937,566,2026-09-22T10:22:49.635599+08:00,0,0.68,0.32,0.36,jev-1.13.0,707.12,310,31
767,random-bits-20260922-101742-274937,567,2026-09-22T10:22:50.342961+08:00,0,0.7,0.3,0.39,jev-1.13.0,491.02,310,31
768,random-bits-20260922-101742-274937,568,2026-09-22T10:22:50.834206+08:00,0,0.69,0.31,0.39,jev-1.13.0,443.31,310,31
769,random-bits-20260922-101742-274937,569,2026-09-22T10:22:51.277773+08:00,0,0.69,0.31,0.38,jev-1.13.0,464.42,310,31
770,random-bits-20260922-101742-274937,570,2026-09-22T10:22:51.742436+08:00,0,0.68,0.32,0.37,jev-1.13.0,484.37,310,31
771,random-bits-20260922-101742-274937,571,2026-09-22T10:22:52.227032+08:00,0,0.71,0.29,0.42,jev-1.13.0,506.77,310,31
772,random-bits-20260922-101742-274937,572,2026-09-22T10:22:52.734024+08:00,0,0.7,0.3,0.4,jev-1.13.0,446.05,310,31
773,random-bits-20260922-101742-274937,573,2026-09-22T10:22:53.180360+08:00,0,0.69,0.31,0.37,jev-1.13.0,515.89,310,31
774,random-bits-20260922-101742-274937,574,2026-09-22T10:22:53.696518+08:00,0,0.71,0.29,0.42,jev-1.13.0,466.11,310,31
775,random-bits-20260922-101742-274937,575,2026-09-22T10:22:54.162844+08:00,0,0.67,0.33,0.35,jev-1.13.0,537.52,310,31
776,random-bits-20260922-101742-274937,576,2026-09-22T10:22:54.700636+08:00,0,0.68,0.32,0.35,jev-1.13.0,441.67,310,31
777,random-bits-20260922-101742-274937,577,2026-09-22T10:22:55.142611+08:00,0,0.68,0.32,0.37,jev-1.13.0,463.79,310,31
778,random-bits-20260922-101742-274937,578,2026-09-22T10:22:55.606696+08:00,0,0.7,0.3,0.41,jev-1.13.0,1275.58,310,31
779,random-bits-20260922-101742-274937,579,2026-09-22T10:22:56.882495+08:00,0,0.7,0.3,0.4,jev-1.13.0,452.52,310,31
780,random-bits-20260922-101742-274937,580,2026-09-22T10:22:57.335232+08:00,0,0.67,0.33,0.33,jev-1.13.0,436.77,310,31
781,random-bits-20260922-101742-274937,581,2026-09-22T10:22:57.772335+08:00,0,0.67,0.33,0.34,jev-1.13.0,484.19,310,31
782,random-bits-20260922-101742-274937,582,2026-09-22T10:22:58.256751+08:00,0,0.66,0.34,0.33,jev-1.13.0,466.67,310,31
783,random-bits-20260922-101742-274937,583,2026-09-22T10:22:58.723704+08:00,0,0.72,0.28,0.43,jev-1.13.0,424.08,310,31
784,random-bits-20260922-101742-274937,584,2026-09-22T10:22:59.148013+08:00,0,0.7,0.3,0.39,jev-1.13.0,424.43,310,31
785,random-bits-20260922-101742-274937,585,2026-09-22T10:22:59.572660+08:00,0,0.69,0.31,0.38,jev-1.13.0,413.06,310,31
786,random-bits-20260922-101742-274937,586,2026-09-22T10:22:59.985996+08:00,0,0.71,0.29,0.42,jev-1.13.0,433.65,310,31
787,random-bits-20260922-101742-274937,587,2026-09-22T10:23:00.419869+08:00,0,0.67,0.33,0.33,jev-1.13.0,469.95,310,31
788,random-bits-20260922-101742-274937,588,2026-09-22T10:23:00.890110+08:00,0,0.7,0.3,0.4,jev-1.13.0,832.66,310,31
789,random-bits-20260922-101742-274937,589,2026-09-22T10:23:01.723067+08:00,0,0.68,0.32,0.37,jev-1.13.0,504.7,310,31
790,random-bits-20260922-101742-274937,590,2026-09-22T10:23:02.228059+08:00,0,0.7,0.3,0.4,jev-1.13.0,464.71,310,31
791,random-bits-20260922-101742-274937,591,2026-09-22T10:23:02.693077+08:00,0,0.68,0.32,0.36,jev-1.13.0,465.6,310,31
792,random-bits-20260922-101742-274937,592,2026-09-22T10:23:03.158974+08:00,0,0.68,0.32,0.36,jev-1.13.0,432.68,310,31
793,random-bits-20260922-101742-274937,593,2026-09-22T10:23:03.591898+08:00,0,0.69,0.31,0.38,jev-1.13.0,425.1,310,31
794,random-bits-20260922-101742-274937,594,2026-09-22T10:23:04.017425+08:00,0,0.67,0.33,0.35,jev-1.13.0,470.34,310,31
795,random-bits-20260922-101742-274937,595,2026-09-22T10:23:04.487993+08:00,0,0.69,0.31,0.38,jev-1.13.0,472.15,310,31
